GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_noDrug	EV_DMSO_noDrug
Rv2529	Rv2529	hypothetical protein	hypoxia_late:40%	-0.2116	0.91378223076455	1032.55	1183	1181	1071	762	997	22.19	26.3
Rv3216	Rv3216	acetyltransferase	INDIGO_exponential:8%	-0.1669	0.696450333905296	1026.22	995	1150	1208	768	1040	153.69	175.32
murC	Rv2152c	UDP-N-acetylmuramate--alanine ligase	microaerophilic:14%	-0.1605	0.653203380166577	1014.77	1049	1168	1265	746	890	184.38	208.74
lipG	Rv0646c	lipase/esterase LipG	tyloxopol:10%	-0.1596	0.642085532858778	1015.02	1047	1180	1258	731	905	155.41	176.05
ssb	Rv0054	single-strand DNA-binding protein	zinc_limitation:14%	-0.1581	0.62317472113587	1017.62	1062	1211	1270	739	858	474.66	536.4
Rv0898c	Rv0898c	hypothetical protein	hypoxia_fatty_acids:14%; cholesterol:11%	-0.1628	0.648343771975183	1019.61	1037	1195	1257	722	934	416.95	472.78
MT3156	MT3156	hypothetical protein	hypoxia_late:20%; ctl_stationary:12%	-0.316	0.998633756418849	1041.68	1465	888	588	984	1420	31.81	41.22
Rv0530A	Rv0530A	hypothetical protein	acidic_tyloxopol:9%	-0.1754	0.729067238255199	1021.88	1003	1066	1202	808	1051	383.4	438.04
vapC40	Rv2596	ribonuclease VapC40	tyloxopol:10%	-0.185	0.797120054874993	1010.25	956	957	1098	888	1165	82.1	94.86
Rv2256c	Rv2256c	hypothetical protein	cholesterol:8%	-0.1656	0.661924896006364	1022.41	1004	1156	1247	788	949	992.37	1127
vapB25	Rv0277A	hypothetical protein	tyloxopol:11%; butyrate_plus_glucose:10%	-0.1683	0.687098810622143	1014.14	1022	1069	1242	793	971	923.1	1049.72
cysN	Rv1286	bifunctional sulfate adenyltransferase subunit 1 CysN/adenylylsulfate kinase CysC	acidic_tyloxopol:22%; hypoxia_fatty_acids:20%; nutrient_limitation:14%	-0.1929	0.830885639846195	1009.64	1196	1230	1152	663	872	43.36	50.49
Rv0610c	Rv0610c	hypothetical protein	hypoxia_late:15%	-0.1705	0.703680833228549	1011.92	976	1123	1179	763	1046	48.55	55.63
Rv2492	Rv2492	hypothetical protein	hypoxia_late:28%; ctl_stationary:19%	-0.2897	0.984184985411786	1093.44	1455	1157	905	849	1153	15.34	19.4
MT2807	MT2807	hypothetical protein	hypoxia_late:14%	-0.1922	0.792546541300801	1022.84	951	1008	1107	896	1164	79.91	92.56
mce2A	Rv0589	Mce family protein Mce2A	microaerophilic:21%; hypoxia_fatty_acids:14%	-0.1648	0.606457549019749	1038.08	1020	1344	1298	706	894	103.06	117.18
Rv2704	Rv2704	hypothetical protein	butyrate_plus_glucose:12%; low_iron:10%	-0.1756	0.712721343489406	1016.95	979	1068	1192	816	1049	155.68	178.39
Rv2423	Rv2423	hypothetical protein	hypoxia_late:23%; ctl_stationary:13%; human_sputum:10%	-0.2289	0.919013212669465	1043.91	1151	1187	1006	826	1070	20.62	24.77
PE9	Rv1088	PE family protein PE9	hypoxia_late:46%; ctl_stationary:13%	-0.2835	0.954807716473489	1129.5	990	712	419	3486	923	12.24	17.49
Rv1101c	Rv1101c	hypothetical protein	tyloxopol:9%	-0.1598	0.582563253702197	1014.6	1043	1260	1292	691	855	140.71	159.38
Rv1051c	Rv1051c	hypothetical protein	hypoxia_late:38%; ctl_stationary:17%; human_sputum:12%	-0.3087	0.970988442756454	1173.67	1155	978	448	3412	700	9.71	14.27
argW	Rvnt28	tRNA-Arg	hypoxia_late:32%; hypoxia_hypoxic:18%	-0.3661	0.999769437022951	1042.13	1340	366	185	2460	1804	4.2	7.18
Rv0565c	Rv0565c	monooxygenase	ctl_stationary:13%; hypoxia_late:13%; PBS_RIF_DDmtb:11%	-0.2045	0.840273869772471	1014.56	1142	1202	1115	718	937	39.22	46.08
Rv2663	Rv2663	hypothetical protein	ctl_stationary:16%	-0.2099	0.868929540902499	1011.35	892	919	974	972	1328	56.44	66.48
MT0717.1	MT0717.1	hypothetical protein	ctl_stationary:21%	-0.2078	0.823700285141731	1030.93	843	960	960	1057	1371	65.52	77.55
Rv3113	Rv3113	phosphatase	hypoxia_late:35%; ctl_stationary:23%; PBS_RIF_DDmtb:10%	-0.3106	0.991867314173802	1086.36	1543	1338	849	636	1196	9.34	12.13
tyrA	Rv3754	prephenate dehydrogenase TyrA	tyloxopol:8%	-0.1688	0.685072874684507	999.98	1023	1107	1210	719	977	75.81	86.4
Rv3833	Rv3833	AraC family transcriptional regulator	hypoxia_fatty_acids:19%; butyrate:12%	-0.2397	0.954162640236748	1011.27	1247	1057	944	799	1036	25.9	31.22
Rv1928c	Rv1928c	short-chain type dehydrogenase/reductase	ctl_stationary:14%; PBS_RIF_DDmtb:13%; hypoxia_late:11%	-0.2116	0.881753749060332	1005.67	1123	1159	1058	735	984	43.09	50.83
lpqG	Rv3623	lipoprotein LpqG	hypoxia_late:10%	-0.1633	0.621978164902849	1004.44	1034	1190	1256	699	896	149.7	169.95
Rv2943	Rv2943	insertion sequence element IS1533 transposase	hypoxia_late:37%	-0.2227	0.91687499307716	1008.31	1248	1113	1037	740	941	35.41	42.17
Rv0776c	Rv0776c	hypothetical protein	hypoxia_late:22%	-0.2289	0.91142552518553	1025.26	1122	1124	1001	813	1084	27.29	32.73
Rv2013	Rv2013	transposase	hypoxia_late:48%	-0.2501	0.941544864231284	1046.41	1116	1023	922	895	1301	20.95	25.67
Rv2640c	Rv2640c	ArsR family transcriptional regulator	hypoxia_fatty_acids:11%; hypoxia_late:11%; human_sputum:10%; butyrate:10%	-0.1965	0.813495555782641	1003.81	898	991	1029	922	1192	62.53	72.93
purN	Rv0956	phosphoribosylglycinamide formyltransferase PurN	hypoxia_rar:9%	-0.2019	0.88497801312559	974.7	1192	1022	1073	680	947	58.41	68.25
Rv0221	Rv0221	diacyglycerol O-acyltransferase	high_iron:9%	-0.1582	0.565391437036549	1004.49	1046	1257	1290	675	828	136.24	154.13
ddn	Rv3547	deazaflavin-dependent nitroreductase	human_sputum:11%	-0.1723	0.691208668512175	998.55	1001	1081	1197	751	991	158.28	180.66
arsC	Rv2643	arsenic-transport integral membrane protein ArsC	hypoxia_fatty_acids:34%; butyrate:16%; PBS_RIF_DDmtb:15%	-0.2434	0.940680094881901	1028.43	1287	1232	998	732	944	17.51	21.29
Rv0027	Rv0027	hypothetical protein	ctl_stationary:8%	-0.2215	0.90102860978731	1010.31	989	967	963	882	1271	42.76	50.82
msrA	Rv0137c	peptide methionine sulfoxide reductase MsrA	hypoxia_fatty_acids:9%	-0.178	0.676797239801027	1009.06	958	1174	1203	726	1023	89.35	102.53
nirB	Rv0252	nitrite reductase large subunit NirB	nutrient_limitation:18%; hypoxia_late:14%; hypoxia_rar:12%; hypoxia_hypoxic:12%	-0.2007	0.817174688555559	1002.42	1207	1251	1154	631	847	39.21	45.91
Rv0765c	Rv0765c	oxidoreductase	hypoxia_fatty_acids:19%; microaerophilic:19%; ctl_stationary:12%; hypoxia_late:11%	-0.1979	0.809418052071507	999.41	1051	1155	1114	716	994	43.76	51.07
Rv2561	Rv2561	conserved hypothetical protein	tyloxopol:11%	-0.2008	0.806499556242996	1004.37	878	983	1012	957	1206	73.35	85.86
MT0910.4	MT0910.4	hypothetical protein	PBS_RIF_DDmtb:27%; hypoxia_late:23%; ctl_stationary:14%	-0.4046	0.997764443740328	1130.63	1377	693	333	2673	1207	7.35	12.14
lppQ	Rv2341	lipoprotein LppQ	hypoxia_late:25%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.3259	0.994073275871662	1069.98	1496	1070	735	810	1339	9.13	12.15
Rv3789	Rv3789	GtrA family protein	hypoxia_late:10%	-0.2018	0.817718844371593	1002.21	884	975	1017	931	1220	52.98	62.04
mez	Rv2332	malate oxidoreductase	PBS_RIF_DDmtb:12%; hypoxia_late:10%	-0.1937	0.78909199149572	986.4	1131	1161	1138	669	884	41.36	48.19
MT0910.3	MT0910.3	hypothetical protein	hypoxia_late:32%; PBS_RIF_DDmtb:23%; ctl_stationary:14%	-0.3673	0.994411721409878	1139.71	1252	590	373	2984	1238	8.56	13.52
MT2015	MT2015	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	-0.2854	0.993806187130681	994.81	1307	835	679	897	1343	43.52	54.66
Rv2737A	Rv2737A	conserved cysteine rich protein	hypoxia_late:14%	-0.2171	0.874546492045772	990.01	906	829	923	975	1356	69.38	82.12
rocD2	Rv2321c	ornithine aminotransferase rocD2	ctl_stationary:17%; hypoxia_late:14%	-0.2478	0.949681185424987	1004.52	1112	968	884	881	1197	20.94	25.58
MT2438	MT2438	hypothetical protein	acidic_tyloxopol:16%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.2271	0.924842373492329	982.1	656	327	363	3456	1236	28.91	38.51
serX	Rvnt42	tRNA-Ser	hypoxia_late:32%; hypoxia_hypoxic:15%	-0.2923	0.979460753524587	1062.67	929	485	320	3378	1189	25.74	36.47
esxS	Rv3020c	ESAT-6 like protein EsxS	hypoxia_late:31%	-0.2071	0.819532536517576	985.34	1010	1073	1051	775	1034	99.49	116.6
virS	Rv3082c	HTH-type transcriptional regulator VirS	hypoxia_late:23%; ctl_stationary:15%; hypoxia_fatty_acids:11%	-0.2293	0.896138863399504	1003.26	1097	1106	991	798	1041	20.5	24.62
Rv3037c	Rv3037c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:18%	-0.1685	0.603950381325018	981.66	1009	1170	1226	666	892	79.26	90.35
proY	Rvnt40	tRNA-Pro	hypoxia_late:12%	-0.2425	0.928226970621914	1002.35	702	411	360	3490	1121	39.53	53.08
Rv1913	Rv1913	hypothetical protein	hypoxia_late:14%; ctl_stationary:10%	-0.209	0.801060143190048	1000.9	978	1090	1043	832	1073	38.79	45.74
Rv0089	Rv0089	methyltransferase	hypoxia_late:8%	-0.1881	0.724928515199792	975.16	930	1026	1102	776	1060	59.48	68.78
Rv2567	Rv2567	hypothetical protein	high_iron:11%	-0.1652	0.544299625244757	988.08	998	1233	1255	698	819	94.26	107.24
Rv2777c	Rv2777c	hypothetical protein	PBS_RIF_DDmtb:9%	-0.1665	0.584883342423703	975.47	1014	1142	1235	679	860	125.84	143.14
Rv2827c	Rv2827c	hypothetical protein	microaerophilic:17%	-0.2075	0.869123349999375	950.99	1272	1035	1075	601	844	65.15	76.38
Rv0396	Rv0396	hypothetical protein	hypoxia_late:29%; human_sputum:12%; ctl_stationary:10%	-0.2994	0.980683307144413	1057.53	1339	1034	834	821	1319	13.43	17.26
Rv2277c	Rv2277c	glycerolphosphodiesterase	hypoxia_late:22%; human_sputum:15%	-0.3045	0.973643608224922	1077.68	1517	1391	878	689	1025	13.31	17.05
Rv2074	Rv2074	pyridoxamine 5'-phosphate oxidase	tyloxopol:11%; high_iron:10%	-0.1674	0.584531437877245	973.57	1002	1129	1219	714	848	664.41	755.55
Rv3093c	Rv3093c	oxidoreductase	high_iron:18%; hypoxia_late:11%	-0.2104	0.823942638546893	976.8	1135	1059	1066	704	952	48.83	57.39
eccD4	Rv3448	ESX-4 secretion system protein EccD4	hypoxia_late:44%; PBS_RIF_DDmtb:17%; ctl_stationary:11%	-0.3286	0.976353684008538	1111.9	1458	1269	886	684	1369	7.48	9.9
cas2	Rv2816c	CRISPR-associated endoribonuclease Cas2	tyloxopol:24%; ctl_exponential:15%	-0.173	0.630108357168405	969.61	988	1051	1199	737	904	745.25	850.25
Rv1254	Rv1254	acyltransferase	hypoxia_fatty_acids:9%	-0.1669	0.591332910204374	964.87	1019	1119	1201	672	862	101.83	115.9
Rv3644c	Rv3644c	DNA polymerase	hypoxia_late:18%; zinc_limitation:14%	-0.1704	0.58200056021341	975.58	964	1154	1205	707	891	99.22	113.43
mce2B	Rv0590	MCE-family protein mce2B	hypoxia_fatty_acids:15%	-0.1943	0.774535043034503	957.19	1141	1132	1123	625	827	89.8	104.36
Rv1637c	Rv1637c	hypothetical protein	hypoxia_rar:8%	-0.1659	0.567884603505666	971.08	1006	1141	1212	695	849	230.11	261.84
Rv1358	Rv1358	transcriptional regulator	hypoxia_late:29%; ctl_stationary:13%; human_sputum:12%; PBS_RIF_DDmtb:10%	-0.291	0.919812061446269	1106.3	757	721	416	3703	942	10.09	14.54
Rvns02	Rvns02	10Sa RNA	ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.1697	0.585018158314235	971.85	994	1165	1214	673	866	165.65	188.91
Rv1588c	Rv1588c	hypothetical protein	hypoxia_late:17%; ctl_stationary:12%	-0.214	0.817908685065907	980	981	1088	1014	785	1047	38.68	45.75
vapB4	Rv0596c	antitoxin VapB4	hypoxia_late:13%; PBS_RIF_DDmtb:11%; ctl_stationary:11%	-0.287	0.972103081647584	1029.9	853	440	326	3339	1186	10.48	15.09
Rv0804	Rv0804	hypothetical protein	hypoxia_late:20%	-0.1736	0.590285111664385	972.49	969	1149	1217	688	887	146.64	167.72
Rv1816	Rv1816	HTH-type transcriptional regulator	human_sputum:10%	-0.1804	0.611914643231615	983.22	961	1121	1196	741	930	307.32	352.59
Rv0295c	Rv0295c	hypothetical protein	tyloxopol:10%	-0.1678	0.576622811029057	961.99	993	1114	1193	685	869	186.75	212.85
Rv0876c	Rv0876c	transmembrane protein	microaerophilic:16%	-0.1631	0.527094842694292	968.3	1016	1194	1243	659	797	139	157.79
MT0943	MT0943	hypothetical protein	ctl_stationary:17%; hypoxia_late:17%	-0.271	0.967173818558336	998.39	1109	895	798	877	1362	22.32	27.74
Rv0552	Rv0552	hypothetical protein	hypoxia_late:18%	-0.1871	0.665830410648203	963.32	968	1117	1121	696	948	41.23	47.9
Rv2738c	Rv2738c	hypothetical protein	butyrate_plus_glucose:9%	-0.1995	0.714407955791518	972.23	915	979	1061	836	1081	174.39	203.17
vapB21	Rv2758c	antitoxin VapB21	human_sputum:30%	-0.2344	0.867663217331937	979.91	676	509	433	3620	728	37.31	49.59
Rv3178	Rv3178	nitroreductase	hypoxia_late:31%; ctl_stationary:13%	-0.2934	0.979723007303055	1005.05	1178	844	765	866	1448	8.91	11.51
alaV	Rvnt15	tRNA-Ala	hypoxia_late:16%; hypoxia_hypoxic:16%	-0.2272	0.869983020178698	960.24	565	354	385	3559	1094	45.05	59.76
Rv1674c	Rv1674c	transcriptional regulator	hypoxia_late:29%; ctl_stationary:16%	-0.2568	0.904081858945979	1007.65	723	599	424	3639	699	13.77	19.12
Rv3400	Rv3400	hydrolase	hypoxia_late:10%	-0.1676	0.546903147586635	956.02	1011	1143	1200	648	835	184.71	210.28
Rv3787c	Rv3787c	S-adenosyl-L-methionine-dependent methyltransferase	hypoxia_late:37%	-0.2615	0.9361532983602	997.89	1233	1116	910	756	1009	21.51	26.5
MT1054.1	MT1054.1	hypothetical protein	butyrate_plus_glucose:13%; acidic_tyloxopol:11%	-0.2463	0.895244128461319	983.61	1042	917	882	899	1195	75.35	90.97
dnaA	Rv0001	chromosomal replication initiator protein DnaA	acidic_tyloxopol:13%	-0.1726	0.538630691203918	970.97	971	1200	1223	682	836	117.7	134.55
Rv0454	Rv0454	conserved hypothetical protein	human_sputum:9%	-0.197	0.717972785506422	957.76	851	987	1018	829	1119	87.42	102.1
MT2455	MT2455	hypothetical protein	hypoxia_rar:14%	-0.246	0.934453475342651	955.17	1040	867	846	872	1171	57.85	70
Rv3422c	Rv3422c	tRNA threonylcarbamoyladenosine biosynthesis protein	hypoxia_late:10%	-0.1739	0.59438258630958	948.75	966	1095	1164	671	889	168.95	193.23
MT1945	MT1945	hypothetical protein	human_sputum:16%; PBS_RIF_DDmtb:14%; hypoxia_late:13%	-0.3268	0.979654631152905	1060.68	1482	1125	776	789	1215	16.69	21.79
Rv3727	Rv3727	oxidoreductase	nutrient_limitation:29%; PBS_RIF_DDmtb:20%	-0.1703	0.525138842288684	966.52	974	1192	1237	662	830	107.67	122.87
Rv1332	Rv1332	transcriptional regulator	acidic:11%; cholesterol:11%	-0.1781	0.594839597681733	960.23	957	1097	1177	725	879	501.03	573.84
Rv3604c	Rv3604c	transmembrane protein	hypoxia_late:12%	-0.1683	0.537900847594045	953.25	1000	1134	1213	665	810	168.3	191.61
Rv3329	Rv3329	aminotransferase	hypoxia_late:11%	-0.1657	0.50450392397318	959.48	1005	1197	1238	634	796	119.21	135.62
Rv2012	Rv2012	hypothetical protein	hypoxia_fatty_acids:30%; ctl_stationary:13%; hypoxia_late:11%	-0.2631	0.934793262689037	984.28	734	457	392	3505	864	9.36	13.14
Rv0699	Rv0699	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.3361	0.964909397011145	1104.31	987	725	375	3249	989	12.11	18.18
uspA	Rv2316	sugar ABC transporter permease UspA	hypoxia_late:35%; ctl_stationary:13%	-0.2626	0.927084396340032	983.83	1128	1079	911	717	1118	12.33	15.31
Rv0743c	Rv0743c	hypothetical protein	hypoxia_late:12%	-0.2247	0.815554413022669	968.52	920	966	977	880	1107	36.04	42.99
MT0506	MT0506	hypothetical protein	hypoxia_late:18%; microaerophilic:14%; ctl_stationary:12%	-0.3378	0.996152179080168	981.13	1387	871	594	782	1408	22.57	29.76
vapB8	Rv0664	antitoxin VapB8	hypoxia_late:16%; human_sputum:11%	-0.2041	0.742843869150825	947.88	839	920	988	867	1140	93.64	109.87
Rv0880	Rv0880	HTH-type transcriptional regulator	hypoxia_late:12%; ctl_stationary:10%	-0.2213	0.813343452220049	956.1	887	927	940	898	1139	47.92	57.09
vapB9	Rv0959A	antitoxin VapB9	hypoxia_fatty_acids:11%	-0.2091	0.772564096373596	941.83	850	885	955	889	1144	97.98	115.2
Rv3226c	Rv3226c	hypothetical protein	PBS_RIF_DDmtb:22%; zinc_limitation:11%	-0.1818	0.579765783194621	955.96	926	1151	1167	667	915	79.26	91.24
prrA	Rv0903c	two component transcriptional regulator PrrA	cholesterol:11%	-0.1825	0.626662172141228	934.91	1079	1120	1159	597	789	284.02	326.68
Rv3517	Rv3517	hypothetical protein	hypoxia_late:29%; zinc_limitation:11%	-0.231	0.864738613546439	945.32	1038	1006	945	743	1011	26.5	31.82
Rv1573	Rv1573	phage protein	hypoxia_late:50%	-0.2112	0.829098711188163	910.15	435	395	420	3751	805	19.69	26.05
phoY2	Rv0821c	phosphate-transport system transcriptional regulator PhoY2	nutrient_limitation:15%	-0.1691	0.513358422814107	940.64	977	1127	1187	674	790	623.9	710.5
Rv1324	Rv1324	thioredoxin	INDIGO_exponential:14%	-0.172	0.543652464688769	936.9	962	1086	1166	694	817	639.82	729.92
gmhA	Rv0113	phosphoheptose isomerase	butyrate_plus_glucose:9%	-0.178	0.589100584178484	933.81	953	1076	1137	664	878	120.34	138.04
Rv3555c	Rv3555c	hypothetical protein	hypoxia_late:17%; zinc_limitation:13%; human_sputum:10%	-0.1799	0.568897093462717	942.49	947	1138	1162	643	873	75.53	86.77
Rv2619c	Rv2619c	hypothetical protein	low_iron:16%; butyrate:13%; hypoxia_fatty_acids:12%	-0.1927	0.675121184688846	929.12	890	996	1040	724	1015	104.53	121.29
Rv1360	Rv1360	oxidoreductase	INDIGO_exponential:12%; human_sputum:11%	-0.1703	0.520095965553501	935.69	992	1122	1183	629	811	130.67	149.06
Rv3282	Rv3282	hypothetical protein	human_sputum:13%; INDIGO_exponential:10%	-0.17	0.521105944764321	933.01	982	1109	1176	649	802	269.74	307.55
Rv1716	Rv1716	hypothetical protein	hypoxia_late:22%; PBS_RIF_DDmtb:13%	-0.2242	0.855022750429809	918.44	1018	935	951	728	975	28.97	34.58
Rv0914c	Rv0914c	lipid carrier protein or keto acyl-CoA thiolase	hypoxia_late:14%	-0.1707	0.533090211818653	929.6	983	1083	1171	646	815	128.62	146.77
mazE3	Rv1103c	antitoxin MazE3	ctl_stationary:12%	-0.2106	0.77314684850609	931.3	842	865	948	887	1128	64.53	75.96
Rv0546c	Rv0546c	hypothetical protein	tyloxopol:12%	-0.1806	0.561438775793994	937.07	934	1101	1151	660	882	193.06	221.77
whiB1	Rv3219	transcriptional regulator WhiB1	zinc_limitation:14%; hypoxia_rar:10%	-0.1892	0.58615052743213	945.64	922	1042	1127	720	943	4217.6	4864.88
rbpA	Rv2050	RNA polymerase-binding protein RbpA	hypoxia_fatty_acids:14%	-0.174	0.542300546220639	922.96	970	1085	1157	616	840	297.2	339.57
MT2588	MT2588	hypothetical protein	hypoxia_hypoxic:11%; human_sputum:11%; nutrient_limitation:11%	-0.2226	0.815421710663117	929.72	858	796	912	892	1217	74.57	88.24
fadD24	Rv1529	fatty-acid--CoA ligase FadD24	ctl_stationary:12%; hypoxia_late:11%	-0.1869	0.6071262014222	929.52	986	1128	1141	608	842	38.04	44.06
PE4	Rv0160c	PE family protein PE4	hypoxia_late:42%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.3327	0.852592267017721	1162.3	815	795	483	3329	1159	8.33	12.64
Rv0474	Rv0474	HTH-type transcriptional regulator	hypoxia_hypoxic:14%	-0.1972	0.685068720976967	922.08	899	897	1054	755	1021	90.84	105.63
fadD28	Rv2941	long-chain-fatty-acid--AMP ligase FadD28	tyloxopol:9%	-0.1744	0.519983586082621	932.66	942	1108	1170	658	833	863.2	986.79
Rv3745c	Rv3745c	hypothetical protein	PBS_RIF_DDmtb:19%; nutrient_limitation:11%; ctl_stationary:10%	-0.295	0.975987578071231	963.77	1194	846	758	748	1347	20.07	25.37
Rv0364	Rv0364	transmembrane protein	zinc_limitation:12%; tyloxopol:11%	-0.171	0.502552183009989	917.99	984	1094	1163	609	799	207.59	236.79
Rv0330c	Rv0330c	hypothetical protein	hypoxia_late:18%; hypoxia_fatty_acids:16%; ctl_stationary:14%	-0.2417	0.869128339056314	927.83	975	889	854	824	1111	25	30.44
plcD	Rv1755c	phospholipase C 4 plcD	hypoxia_late:30%; PBS_RIF_DDmtb:11%	-0.2906	0.951227848943777	982.6	1266	1015	895	683	1105	10.4	13.21
Rv1767	Rv1767	hypothetical protein	hypoxia_fatty_acids:18%	-0.2656	0.941053227384764	932.04	1184	858	842	709	1109	31.7	38.95
MT0431	MT0431	hypothetical protein	hypoxia_late:21%; low_iron:19%	-0.3464	0.988729024207089	1000.5	972	404	224	3140	1287	10.56	16.14
PE32	Rv3622c	PE family protein PE32	hypoxia_late:45%; human_sputum:16%; ctl_stationary:11%	-0.303	0.954058315999405	1003.94	1176	881	819	851	1344	15.9	20.47
dnaE2	Rv3370c	error-prone DNA polymerase	microaerophilic:27%; hypoxia_late:18%; zinc_limitation:12%	-0.1734	0.468832272065357	928.17	923	1148	1186	622	823	40.06	46.04
MT0692.1	MT0692.1	hypothetical protein	hypoxia_late:15%	-0.2161	0.760406325876633	915.86	883	911	942	790	1064	85.27	101.01
Rv3538	Rv3538	dehydrogenase	hypoxia_fatty_acids:24%; hypoxia_late:14%; human_sputum:14%	-0.2591	0.907957473818245	940.9	1187	1016	925	661	956	22.1	27.1
yrbE2A	Rv0587	hypothetical protein	hypoxia_fatty_acids:35%	-0.176	0.511900922575824	916.86	938	1063	1144	638	846	171.25	196.46
Rv3821	Rv3821	integral membrane protein	INDIGO_exponential:10%	-0.1742	0.498410061011398	912.22	955	1084	1160	612	806	180	205.87
Rv0093c	Rv0093c	membrane protein	hypoxia_late:13%	-0.1848	0.561749751692207	909.17	911	1030	1100	653	886	76.73	88.6
cmr	Rv1675c	HTH-type transcriptional regulator Cmr	hypoxia_late:27%; human_sputum:13%; ctl_stationary:13%	-0.2961	0.964441826792144	961	1265	1096	813	615	1090	10.9	13.91
MT3052.2	MT3052.2	ribosomal protein L28	acidic_tyloxopol:12%; acidic:12%; hypoxia_rar:12%	-0.1921	0.561032615340548	923.82	919	1041	1112	681	897	389.49	450.81
yrbE3A	Rv1964	integral membrane protein	hypoxia_late:20%; microaerophilic:13%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	-0.2893	0.941890373810111	971.77	1206	1050	821	750	1069	14.75	18.66
bkdB	Rv2496c	branched-chain keto acid dehydrogenase E1 component subunit beta	microaerophilic:30%	-0.1759	0.47909559722413	905.6	943	1064	1156	641	774	308.42	352.95
pafA	Rv2097c	proteasome accessory factor PafA	tyloxopol:10%	-0.1759	0.436410931916196	912.59	931	1144	1178	626	749	244.8	280.33
dnaK	Rv0350	chaperone protein DnaK	hypoxia_fatty_acids:23%; microaerophilic:15%	-0.1777	0.498682880021583	900.43	927	1049	1132	628	812	976.19	1118.06
MT0806	MT0806	hypothetical protein	hypoxia_late:38%; human_sputum:15%	-0.2245	0.758146835555807	912.57	819	877	928	823	1133	31.28	37.28
MT3919	MT3919	hypothetical protein	hypoxia_late:12%	-0.2739	0.947589267226084	917.6	963	720	687	915	1379	37.57	46.78
Rv0680c	Rv0680c	transmembrane protein	ctl_stationary:21%; microaerophilic:18%	-0.2221	0.78852750625786	887.26	1033	909	962	650	908	94.31	111.66
Rv2114	Rv2114	hypothetical protein	nutrient_limitation:17%	-0.178	0.490538368780595	901.36	948	1054	1149	602	808	220.57	252.82
Rv2961	Rv2961	transposase	hypoxia_late:31%; ctl_stationary:14%	-0.2888	0.943987760878562	953.03	1180	989	786	770	1074	30.45	38.21
trmD	Rv2906c	tRNA (guanine-N1)-methyltransferase	hypoxia_late:9%	-0.1886	0.557465944454119	893.3	907	997	1087	624	888	82.22	95.02
PE24	Rv2408	PE family protein PE24	hypoxia_late:18%	-0.1847	0.541349847671715	888.38	912	999	1079	630	857	97.97	113.09
rsmA	Rv3912	anti-sigma-M factor RsmA	hypoxia_late:30%; ctl_stationary:10%	-0.2899	0.945674269349288	955.72	1236	965	855	715	1048	15.58	19.68
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	-0.1739	0.418559809987226	904.28	946	1139	1169	621	715	121.22	138.67
lipV	Rv3203	lipase LipV	PBS_RIF_DDmtb:15%; hypoxia_late:10%	-0.2096	0.677719718115724	897.68	916	956	1003	687	945	57.92	68.24
Rv3686c	Rv3686c	hypothetical protein	acidic:14%	-0.1784	0.49316508547867	896.77	937	1028	1126	654	780	1008.38	1155.32
Rv2803	Rv2803	hypothetical protein	hypoxia_late:22%	-0.2447	0.836784818215792	908.78	882	856	837	837	1150	31.21	37.97
PE10	Rv1089	PE family protein	hypoxia_late:39%; ctl_stationary:14%; PBS_RIF_DDmtb:10%	-0.3464	0.952970546142595	1033.03	941	690	327	3383	757	13.47	20.23
MT0915.1	MT0915.1	hypothetical protein	hypoxia_late:32%	-0.3	0.882482162955779	1005.04	741	587	361	3544	814	14.42	20.83
Rv0361	Rv0361	membrane protein	human_sputum:14%	-0.1776	0.421270995774506	900.33	932	1147	1168	568	763	155.84	178.71
MT3268	MT3268	hypothetical protein	hypoxia_late:29%; ctl_stationary:24%	-0.4798	0.998640997735699	938.95	1595	610	209	1246	1507	1.37	3.51
Rv0484c	Rv0484c	short-chain type oxidoreductase	tyloxopol:9%	-0.183	0.493756278735126	891.17	928	1013	1118	620	820	182.56	210.17
Rv1778c	Rv1778c	hypothetical protein	hypoxia_rar:10%	-0.2137	0.716901301846324	877.48	1089	1009	1002	563	782	130.4	153.34
Rv1106c	Rv1106c	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase	hypoxia_rar:8%	-0.1783	0.431968496645037	897.28	908	1110	1140	591	798	126.43	145.38
MT3378	MT3378	hypothetical protein	INDIGO_exponential:12%; tyloxopol:12%	-0.2758	0.947375952669742	893.46	1036	678	741	769	1316	47.38	58.3
fadE30	Rv3560c	acyl-CoA dehydrogenase FadE30	human_sputum:43%; hypoxia_late:21%	-0.2023	0.572273976599579	909.36	828	1065	1057	677	951	31.53	37
