GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_DMSO_RIF
rsdA	Rv3413c	anti-sigma-D factor RsdA	low_iron:9%	-0.111	0.867599040901115	619.42	627	748	669	612	460	630.78	670.07
hsaG	Rv3535c	acetaldehyde dehydrogenase	microaerophilic:44%; hypoxia_fatty_acids:15%	-0.1462	0.977865583156896	649.24	635	631	633	637	712	54.83	59.88
Rv2309A	Rv2309A	hypothetical protein	hypoxia_late:38%; ctl_stationary:13%	-0.2655	0.999620774156194	660.63	639	310	479	962	1071	8.46	10.64
Rv1132	Rv1132	hypothetical protein	PBS_RIF_DDmtb:13%	-0.1509	0.983712538418079	647.29	709	728	646	617	545	324.21	354.92
Rv2599	Rv2599	membrane protein	hypoxia_late:12%; PBS_RIF_DDmtb:10%	-0.1577	0.985138993246106	658.78	594	620	557	729	810	62.55	69.14
gatB	Rv3009c	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	zinc_limitation:9%	-0.1259	0.919888033452271	636.76	620	762	664	606	542	207.08	222.58
glnQ	Rv2564	glutamine ABC transporter ATP-binding protein	hypoxia_late:11%	-0.1379	0.949916715891543	645.72	630	750	665	609	581	160.01	173.65
fadB5	Rv1912c	oxidoreductase FadB	hypoxia_late:19%	-0.1614	0.973448629394111	675.13	658	693	675	688	662	92.37	102.11
Rv1673c	Rv1673c	hypothetical protein	hypoxia_late:25%; ctl_stationary:12%; PBS_RIF_DDmtb:10%	-0.1635	0.985430966931285	655.96	570	551	539	755	901	14.75	16.45
pepA	Rv0125	serine protease PepA	hypoxia_rar:9%	-0.1223	0.907324634080237	626.14	617	749	647	615	514	338.18	362.42
Rv2337c	Rv2337c	hypothetical protein	hypoxia_late:10%; ctl_stationary:10%	-0.1361	0.963270295719241	620.63	642	628	700	565	573	97.41	105.35
fadE10	Rv0873	acyl-CoA dehydrogenase FadE10	acidic:9%	-0.1188	0.880208669790981	621.77	612	773	649	607	485	303.64	324.53
MT2015.2	MT2015.2	hypothetical protein	hypoxia_late:19%; ctl_stationary:16%; low_iron:12%	-0.3792	0.999495092619365	724.99	790	604	514	743	1025	6.73	9.81
Rv3273	Rv3273	transmembrane carbonic anhydrase	high_iron:8%	-0.1332	0.932623973868701	635.75	618	775	655	614	529	384.11	414.95
MT2558	MT2558	hypothetical protein	microaerophilic:13%; ctl_stationary:11%; acidic:11%; butyrate:11%	-0.2278	0.998910013204576	653.05	645	467	569	711	915	39.62	46.41
papA1	Rv3824c	acyltransferase PapA	acidic:17%; nutrient_limitation:14%; butyrate_plus_glucose:11%; PBS_RIF_DDmtb:11%	-0.1254	0.912112287518932	613.82	628	711	673	572	497	166.53	178.79
accD5	Rv3280	propionyl-CoA carboxylase subunit beta	tyloxopol:11%	-0.1412	0.948188790776761	643.44	626	770	657	626	548	388.27	421.99
mce3F	Rv1971	Mce family protein Mce3F	hypoxia_late:28%; ctl_stationary:13%	-0.1858	0.995320335639363	646.16	601	530	584	694	844	8.9	10.14
PE_PGRS38	Rv2162c	PE-PGRS family protein PE_PGRS38	microaerophilic:22%	-0.1155	0.839628619054868	601.8	609	742	642	599	438	1121.53	1195.17
Rv0329c	Rv0329c	hypothetical protein	hypoxia_fatty_acids:34%; hypoxia_late:14%	-0.1766	0.992389673777499	644.37	633	574	592	648	785	31.66	35.48
proB	Rv2439c	glutamate 5-kinase protein	hypoxia_late:18%	-0.1312	0.947761931642064	599.63	640	595	732	537	507	159.36	171.65
Rv2230c	Rv2230c	GTP cyclohydrolase	hypoxia_late:17%	-0.1303	0.931566811798933	604.14	615	633	670	556	551	124.11	133.69
Rv2260	Rv2260	hypothetical protein	ctl_exponential:9%	-0.1289	0.897519074526984	614.48	596	713	628	581	560	252.58	272.12
mce3A	Rv1966	Mce family protein Mce3A	hypoxia_late:33%; ctl_stationary:11%	-0.2038	0.995702895971593	661.68	649	559	687	643	780	10.44	12.02
phoP	Rv0757	two component system response transcriptional positive regulator PhoP	hypoxia_fatty_acids:8%	-0.1567	0.969151165725492	644.86	650	729	652	620	578	258.14	284.02
MT1122.1	MT1122.1	hypothetical protein	hypoxia_late:46%; ctl_stationary:14%	-0.3257	0.99977485390317	638.36	634	165	188	1443	1340	4.22	6.36
PE33	Rv3650	PE family protein PE33	hypoxia_late:41%	-0.188	0.995597287956818	636.85	564	386	328	987	1106	17.34	19.86
Rv3572	Rv3572	hypothetical protein	hypoxia_fatty_acids:12%; butyrate:10%	-0.1819	0.995758080010788	608.18	625	447	593	621	778	33.87	37.94
Rv2507	Rv2507	hypothetical protein	low_iron:10%	-0.146	0.951970106971611	632.99	597	694	631	619	626	108.18	118.21
Rv0743c	Rv0743c	hypothetical protein	hypoxia_late:12%	-0.1648	0.980095453640516	640.46	568	561	558	705	832	37.53	41.71
deoA	Rv3314c	thymidine phosphorylase	hypoxia_late:17%	-0.1399	0.972798243412342	591.04	652	536	707	541	530	92.96	100.72
Rv3421c	Rv3421c	hypothetical protein	hypoxia_late:17%	-0.1203	0.874151304572902	597.68	591	668	619	561	553	254.53	272.23
Rv2262c	Rv2262c	conserved hypothetical protein	hypoxia_late:31%	-0.1552	0.973985203402072	629.12	600	588	679	600	682	41.15	45.22
pgsA1	Rv2612c	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	hypoxia_late:10%	-0.1462	0.950860612092195	619.42	619	682	638	584	577	168.51	183.9
csm3	Rv2821c	CRISPR type III-associated RAMP protein Csm3	human_sputum:11%	-0.198	0.992830366708492	644.31	731	650	582	628	635	69.9	79.61
Rv3033	Rv3033	hypothetical protein	hypoxia_late:12%	-0.1961	0.992797089085499	642.76	610	572	559	682	806	29.95	34.18
fadA4	Rv1323	acetyl-CoA acetyltransferase	zinc_limitation:7%	-0.1495	0.964830022889519	599.76	670	657	614	578	489	669.04	731.1
MT3174.1	MT3174.1	hypothetical protein	hypoxia_late:19%	-0.3152	0.999442366590907	647.96	579	329	453	936	1102	19.86	25.83
glnD	Rv2918c	bifunctional uridylyltransferase/uridylyl-removing enzyme	hypoxia_late:10%	-0.1335	0.895188860053868	598.53	592	674	621	571	539	65.45	70.79
hisD	Rv1599	histidinol dehydrogenase	microaerophilic:34%	-0.121	0.833935045572661	590.33	590	696	635	575	468	254.33	272.17
Rv1812c	Rv1812c	dehydrogenase	microaerophilic:14%; PBS_RIF_DDmtb:12%; ctl_stationary:12%	-0.1264	0.842081320091277	593.55	585	703	616	557	515	168.28	180.93
Rv1063c	Rv1063c	NTE family protein	hypoxia_late:13%	-0.1301	0.882443860788065	585.43	589	638	640	534	531	140.15	150.96
guaB2	Rv3411c	inosine-5'-monophosphate dehydrogenase	microaerophilic:18%	-0.127	0.868372885803687	584.2	605	670	654	564	443	344.56	370.19
MT2736.1	MT2736.1	hypothetical protein	ctl_stationary:22%; acidic_tyloxopol:14%; hypoxia_fatty_acids:12%; PBS_RIF_DDmtb:11%	-0.2738	0.999190914792072	638.87	599	302	363	965	1184	15.88	20.08
Rv1775	Rv1775	hypothetical protein	hypoxia_late:9%	-0.1307	0.862806389905616	595.28	572	681	571	580	576	158.39	170.91
murE	Rv2158c	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	microaerophilic:26%; cholesterol:14%	-0.1436	0.95828945991883	581.25	644	541	738	566	439	425.37	461.9
MTS1338	MTS1338	small intergenic RNA	cholesterol:30%; nutrient_limitation:25%; hypoxia_fatty_acids:14%	-0.1669	0.977695933805945	606.8	621	520	731	608	564	404.35	446
panB	Rv2225	3-methyl-2-oxobutanoate hydroxymethyltransferase	acidic_tyloxopol:7%	-0.1259	0.836501817226339	580.68	583	663	620	533	511	218.33	234.49
Rv0190	Rv0190	hypothetical protein	hypoxia_fatty_acids:10%	-0.1514	0.942608867273415	601.37	614	665	622	577	533	627.24	686.89
hrcA	Rv2374c	heat-inducible transcription repressor HrcA	microaerophilic:10%	-0.1542	0.948063030584444	601.06	616	666	630	586	513	336.99	369.74
espR	Rv3849	ESX-1 transcriptional regulator EspR	acidic:9%	-0.1529	0.946592227685255	599.84	611	678	623	573	520	487.99	535.02
impA	Rv1604	inositol-monophosphatase ImpA	microaerophilic:46%	-0.1508	0.945831390596442	598.8	624	642	617	576	538	200.79	219.88
MT1432	MT1432	hypothetical protein	INDIGO_exponential:14%; low_iron:11%; tyloxopol:11%	-0.1652	0.954534774924905	625.02	607	661	634	623	601	426.31	472.03
MT0576	MT0576	hypothetical protein	hypoxia_late:19%; ctl_stationary:12%	-0.3053	0.99948269311755	605.81	526	208	287	1150	1215	8.09	10.96
mymT	Rv0186A	metallothionein	hypoxia_fatty_acids:39%; microaerophilic:25%	-0.1306	0.859567705550529	574.01	586	636	632	528	495	1190.73	1282.51
PPE32	Rv1808	PPE family protein PPE32	acidic:31%; acidic_tyloxopol:11%	-0.1491	0.96748898295252	564.49	636	508	639	515	532	75.85	82.77
Rv2532c	Rv2532c	hypothetical protein	low_iron:9%	-0.1412	0.904518195284957	582.89	554	617	562	568	615	190.56	207.06
Rv0492A	Rv0492A	hypothetical protein	hypoxia_late:18%	-0.1919	0.99070200644877	597.81	577	460	507	656	821	43.94	49.8
Rv3242c	Rv3242c	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	-0.1662	0.97353437906855	592.46	584	544	498	618	731	44.68	49.62
Rv0311	Rv0311	hypothetical protein	hypoxia_late:17%; ctl_stationary:10%	-0.1634	0.954528209651719	596.16	561	580	563	596	685	31.75	35.21
ileS	Rv1536	isoleucine--tRNA ligase	acidic:20%; PBS_RIF_DDmtb:17%; acidic_tyloxopol:13%; nutrient_limitation:10%	-0.1308	0.802405032832319	576.7	558	687	611	574	465	132.1	142.47
Rv2772c	Rv2772c	transmembrane protein	hypoxia_late:9%	-0.1385	0.872963112181793	579.59	536	615	586	554	609	180.03	195.16
Rv1939	Rv1939	oxidoreductase	hypoxia_late:18%; microaerophilic:16%	-0.2193	0.99611351991517	589.56	603	437	542	603	790	20.18	23.29
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	-0.1487	0.884557859710129	582.26	573	658	613	570	503	982.24	1073.15
Rv2563	Rv2563	glutamine ABC transporter permease	hypoxia_late:13%	-0.16	0.917311525786842	594.48	574	644	624	587	546	135.85	149.84
csm4	Rv2820c	CRISPR type III-associated RAMP protein Csm4	hypoxia_late:16%	-0.1738	0.964169221179376	590.89	593	598	602	560	602	50.2	55.96
Rv1771	Rv1771	L-gulono-1,4-lactone dehydrogenase	tyloxopol:10%	-0.1313	0.790283993661719	556.07	559	653	567	538	471	186.72	201.39
Rv2886c	Rv2886c	resolvase	hypoxia_late:24%; human_sputum:13%	-0.1581	0.932050282843222	578.09	588	597	588	559	559	94.47	103.97
glgA	Rv1212c	capsular glucan synthase	tyloxopol:8%	-0.1507	0.909293260801091	571.11	598	635	607	551	472	334.75	366.16
Rv0143c	Rv0143c	transmembrane protein	hypoxia_late:8%	-0.1315	0.779530317294219	550.68	557	648	580	527	451	170.22	183.56
Rv0106	Rv0106	hypothetical protein	zinc_limitation:74%	-0.1999	0.979768477507762	598.03	582	430	680	638	680	20.96	23.81
hemN	Rv2388c	oxygen-independent coproporphyrinogen III oxidase	hypoxia_late:8%	-0.133	0.795433899485456	543.97	544	611	570	500	499	133.37	143.96
argF	Rv1656	ornithine carbamoyltransferase	hypoxia_late:17%; hypoxia_hypoxic:10%	-0.1425	0.857285680604916	558.6	514	590	554	544	593	83.97	91.34
Rv1616	Rv1616	hypothetical protein	tyloxopol:8%	-0.166	0.924246391826937	581.57	587	605	604	569	544	269.14	297.76
hisA	Rv1603	phosphoribosyl isomerase A	microaerophilic:38%	-0.1443	0.816603910656895	572.57	523	672	605	553	517	246.94	269.1
mftB	Rv0692	mycofactocin system protein MftB	nutrient_limitation:17%; tyloxopol:14%	-0.1288	0.726365036384567	540.65	566	671	528	547	408	2862.57	3080
lexA	Rv2720	repressor LexA	zinc_limitation:16%	-0.1349	0.812292584299684	537.96	580	600	644	513	375	767.94	829.16
Rv2387	Rv2387	hypothetical protein	human_sputum:11%	-0.1756	0.953284863614429	573.02	595	616	574	545	537	74.67	83.41
Rv1990c	Rv1990c	transcriptional regulator	hypoxia_fatty_acids:16%; acidic:12%	-0.1723	0.942082171696019	576.95	549	550	547	594	648	128.47	142.95
fadA2	Rv0243	acetyl-CoA acetyltransferase FadA	low_iron:14%; high_iron:11%	-0.1385	0.787545564143557	548.61	553	659	589	532	424	430.5	466.57
galU	Rv0993	UTP--glucose-1-phosphate uridylyltransferase	high_iron:10%	-0.1318	0.765655073194869	537.48	551	629	545	496	473	207.95	224.29
nuoD	Rv3148	NADH-quinone oxidoreductase subunit D	high_iron:14%; tyloxopol:12%; INDIGO_exponential:10%; butyrate_plus_glucose:10%	-0.1366	0.750170490698491	546.08	525	669	579	539	432	385.97	417.83
Rv2197c	Rv2197c	transmembrane protein	high_iron:8%	-0.1309	0.744698132351509	534	552	627	561	520	421	458	493.44
ispD	Rv3582c	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	microaerophilic:25%	-0.1366	0.773289100793295	541.9	556	649	566	536	416	1271.43	1375.6
mihF	Rv1388	integration host factor MihF	zinc_limitation:13%; hypoxia_rar:11%	-0.1491	0.835596631116193	554	545	646	594	548	447	1824.7	1992.63
Rv2365c	Rv2365c	hypothetical protein	hypoxia_late:16%	-0.1675	0.90212046010592	574.8	515	576	572	583	631	153	169.63
Rv1776c	Rv1776c	transcriptional regulator	hypoxia_late:9%	-0.1788	0.946722084491306	572.81	571	583	543	562	606	83.49	93.46
Rv2372c	Rv2372c	rRNA small subunit methyltransferase E	PBS_RIF_DDmtb:11%; microaerophilic:10%	-0.1375	0.771750881282532	541.85	521	612	626	504	456	250.11	270.7
serA1	Rv2996c	D-3-phosphoglycerate dehydrogenase	zinc_limitation:11%	-0.1408	0.753796870098179	549.51	510	662	597	546	445	349.29	379.33
fum	Rv1098c	fumarate hydratase	tyloxopol:11%	-0.1746	0.924777240046739	573.72	581	630	601	563	498	285.45	317.87
Rv0958	Rv0958	magnesium chelatase	hypoxia_late:10%	-0.1396	0.766537956472885	542.62	520	643	577	505	476	130.04	141.16
Rv1116A	Rv1116A	conserved hypothetical protein	acidic:10%	-0.2181	0.97522088661982	597.91	563	584	519	641	690	92.01	106.47
Rv0839	Rv0839	hypothetical protein	low_iron:13%	-0.156	0.883349757483822	540.93	499	535	510	540	625	63.88	70.24
lpqY	Rv1235	trehalose ABC transporter substrate-binding lipoprotein LpqY	PBS_RIF_DDmtb:12%	-0.1525	0.856581725821106	541.33	541	591	590	484	505	76.63	83.93
eccD5	Rv1795	ESX-5 type VII secretion system protein EccD	butyrate_plus_glucose:8%	-0.1327	0.713110978928447	529.55	550	655	530	531	398	495.42	534.58
nrdH	Rv3053c	glutaredoxin electron transport protein NrdH	low_iron:9%	-0.1638	0.8693771244547	549.21	540	625	585	542	461	2117.01	2337.37
Rv1770	Rv1770	hypothetical protein	hypoxia_late:10%	-0.1461	0.81412516045551	531.42	555	610	609	493	405	294.77	320.99
mtr	Rv2855	mycothione reductase	hypoxia_late:11%; tyloxopol:10%	-0.1567	0.871956623169945	534.77	569	592	568	489	462	113.54	124.78
glnT	Rvnt16	tRNA-Gln	hypoxia_late:19%; butyrate:10%	-0.2909	0.99677740658198	580.65	492	271	390	898	1032	25.59	32.49
Rv1179c	Rv1179c	hypothetical protein	high_iron:8%	-0.1648	0.87539711400849	545.37	560	609	581	535	449	193.72	214.09
lppE	Rv1881c	lipoprotein LppE	tyloxopol:10%	-0.1561	0.888571952843429	524.8	575	563	533	474	483	278.82	306
Rv1719	Rv1719	transcriptional regulator	hypoxia_late:43%	-0.1995	0.952148082357638	569.9	567	509	591	543	644	34.35	39.06
accD1	Rv2502c	acetyl-/propionyl-CoA carboxylase subunit beta	low_iron:17%; microaerophilic:13%; butyrate:12%	-0.1412	0.792794201588323	518.89	533	560	587	469	452	96.82	105.11
dedA	Rv2637	transmembrane protein DedA	hypoxia_late:12%	-0.1616	0.881901214638192	534.03	503	523	518	525	604	76.87	84.74
vapB16	Rv2231B	antitoxin VapB16	hypoxia_late:21%; ctl_stationary:15%	-0.2981	0.997947065967529	565.09	604	326	330	734	959	21.81	27.53
Rv1401	Rv1401	membrane protein	butyrate:9%	-0.1918	0.938518518259588	561.73	562	586	549	558	554	104.23	117.81
esxS	Rv3020c	ESAT-6 like protein EsxS	hypoxia_late:31%	-0.1871	0.932218656839907	558.96	486	525	496	595	707	97.18	109.63
mprA	Rv0981	two-component response regulator MrpA	nutrient_limitation:13%	-0.1561	0.833196871318367	535.18	529	613	541	510	487	235.61	258.9
ggtB	Rv2394	gamma-glutamyltranspeptidase precursor GgtB	PBS_RIF_DDmtb:11%	-0.1325	0.675365776503068	510.28	543	637	487	516	385	230.62	248.85
PE_PGRS31	Rv1768	PE-PGRS family protein PE_PGRS31	hypoxia_late:21%	-0.1366	0.700696758669163	512.08	524	601	564	497	388	185.83	201.04
Rv0434	Rv0434	hypothetical protein	human_sputum:11%	-0.153	0.829376538706955	523.64	511	534	595	473	509	147.93	161.84
Rv3815c	Rv3815c	acyltransferase	hypoxia_late:10%	-0.1609	0.839055914555712	531.94	527	587	537	521	490	187	206.21
Rv2449c	Rv2449c	trans-acting enoyl reductase	hypoxia_late:8%	-0.1515	0.792391761814763	528.77	519	619	560	495	458	149.83	164.09
Rv0373c	Rv0373c	carbon monoxyde dehydrogenase large subunit	hypoxia_late:32%; ctl_stationary:13%	-0.1821	0.925095716727417	536.73	508	471	615	514	582	16.3	18.33
Rv0759c	Rv0759c	hypothetical protein	acidic_tyloxopol:11%	-0.1747	0.902526703522025	533.2	547	565	527	522	506	283	315.31
Rv0359	Rv0359	zinc metalloprotease	hypoxia_late:18%	-0.1577	0.833138087246523	524.85	473	515	508	523	610	67.12	73.78
Rv2969c	Rv2969c	hypothetical protein	zinc_limitation:9%	-0.1725	0.890673943247349	533.1	565	578	556	526	446	537.97	597.69
fadE12	Rv0972c	acyl-CoA dehydrogenase FadE12	microaerophilic:51%	-0.1755	0.935741161240193	522.5	539	450	598	483	549	43.95	48.93
cdd	Rv3315c	cytidine deaminase	hypoxia_late:22%	-0.227	0.980151373234868	552.83	542	378	599	604	665	45.22	52.26
fadE18	Rv1933c	acyl-CoA dehydrogenase FadE18	hypoxia_late:12%	-0.1362	0.67522050536338	499.13	518	585	544	486	376	312.74	338.14
Rv1765c	Rv1765c	hypothetical protein	zinc_limitation:19%; hypoxia_late:11%	-0.1727	0.894338456881168	530.24	576	553	538	509	478	128.39	142.8
PE_PGRS22	Rv1091	PE-PGRS family protein PE_PGRS22	hypoxia_late:26%	-0.1479	0.784754295256646	508.34	538	557	618	456	389	103.81	113.2
Rv1248c	Rv1248c	multifunctional 2-oxoglutarate dehydrogenase E1 component /2-oxoglutarate dehydrogenase	human_sputum:7%	-0.142	0.682668902548523	513.41	502	634	531	524	391	275.49	299.3
espL	Rv3880c	ESX-1 secretion-associated protein EspL	acidic:10%	-0.139	0.680421282042783	500.5	517	614	499	482	402	809.32	877.05
Rv3486	Rv3486	hypothetical protein	nutrient_limitation:22%; butyrate_plus_glucose:12%	-0.1589	0.800324809774844	522.79	498	599	532	512	477	351.48	386.94
MT3953	MT3953	hypothetical protein	acidic_tyloxopol:14%	-0.2176	0.952434273098757	560.3	534	457	610	567	643	142.9	163.78
MT0943	MT0943	hypothetical protein	ctl_stationary:17%; hypoxia_late:17%	-0.2719	0.99499518439086	542	504	319	406	674	899	20.98	25.64
Rv2280	Rv2280	dehydrogenase	microaerophilic:10%	-0.1383	0.654944162122456	500.7	513	623	521	498	366	460.86	499.23
PPE4	Rv0286	PPE family protein PPE4	microaerophilic:32%; low_iron:11%	-0.147	0.696374064307182	520.18	487	632	548	529	417	609.22	664.21
Rv2216	Rv2216	epimerase family protein	zinc_limitation:8%	-0.1365	0.656211247140672	491.91	505	569	573	476	354	465.76	503.6
ribC	Rv1412	riboflavin synthase	hypoxia_late:11%	-0.1825	0.893566519055471	528.54	507	506	551	517	563	79.77	89.28
Rv2488c	Rv2488c	LuxR family transcriptional regulator	hypoxia_late:32%; ctl_stationary:13%	-0.1613	0.800851794278537	502.36	482	502	608	445	482	26.26	28.99
PE_PGRS58	Rv3590c	PE-PGRS family protein PE_PGRS58	hypoxia_late:34%	-0.1544	0.774725461755334	495.69	501	540	534	452	455	70.48	77.3
whiA	Rv1423	transcriptional regulator WhiA	hypoxia_late:11%	-0.1453	0.666331330225403	496.71	497	606	503	472	415	245.71	267.62
rho	Rv1297	transcription termination factor Rho	hypoxia_rar:10%	-0.2204	0.948822491772605	545.88	522	503	495	508	716	1619.73	1862.04
atpC	Rv1311	ATP synthase subunit epsilon	ctl_exponential:15%; INDIGO_exponential:12%	-0.1686	0.845448783411957	508.29	546	568	529	503	404	1507.75	1669.58
pstC1	Rv0935	phosphate ABC transporter permease PstC	ctl_exponential:11%	-0.18	0.871331534812345	516.38	528	577	536	519	428	425.65	475.52
mce4C	Rv3497c	Mce family protein Mce4C	butyrate_plus_glucose:8%	-0.1469	0.709900738411403	485.78	509	537	576	441	379	208.69	227.31
Rv1687c	Rv1687c	ABC transporter ATP-binding protein	hypoxia_late:18%; PBS_RIF_DDmtb:13%	-0.1956	0.922824876867471	522.35	461	438	480	550	703	26.34	29.95
PE_PGRS44	Rv2591	PE-PGRS family protein PE_PGRS44	nutrient_limitation:34%; butyrate_plus_glucose:11%; PBS_RIF_DDmtb:10%	-0.1659	0.838936218972035	493.05	537	545	524	444	422	81.38	90.02
Rv1823	Rv1823	hypothetical protein	hypoxia_late:10%	-0.1534	0.737663734365957	491.59	471	539	441	491	519	95.95	105.2
Rv1976c	Rv1976c	hypothetical protein	hypoxia_late:13%; ctl_stationary:12%	-0.2022	0.912770696695596	529.91	500	473	516	552	614	83.29	94.74
cobQ1	Rv0255c	cobyric acid synthase	hypoxia_late:20%	-0.1541	0.749446310040721	483.69	495	518	509	433	466	76.15	83.47
eccB5	Rv1782	ESX-5 type VII secretion system protein EccB5	microaerophilic:18%; acidic:12%; ctl_stationary:11%	-0.1496	0.641901259027577	493.38	481	608	520	494	378	390.01	426.01
MT2370	MT2370	hypothetical protein	hypoxia_late:37%; ctl_stationary:12%	-0.3902	0.996395916466043	557.43	602	232	388	819	898	12.29	17.26
MT1838.1	MT1838.1	hypothetical protein	hypoxia_late:17%	-0.2223	0.971641743992744	515.59	463	335	373	627	862	30.02	34.91
ephG	Rv2740	epoxide hydrolase	hypoxia_late:8%	-0.2117	0.917914394529135	532.3	506	494	525	555	584	83.33	95.5
MT3580.2	MT3580.2	hypothetical protein	acidic:20%; ctl_exponential:12%; hypoxia_hypoxic:12%	-0.1439	0.635671848689737	478.66	493	589	457	464	400	1993.91	2168.92
thiL	Rv2977c	thiamine-monophosphate kinase	zinc_limitation:18%; hypoxia_late:14%	-0.165	0.808377872893122	483.09	535	546	494	442	406	192.25	212.49
PE_PGRS23	Rv1243c	PE-PGRS family protein PE_PGRS23	hypoxia_late:40%	-0.1669	0.783492451696106	492.12	449	495	427	501	597	26.01	28.9
adoK	Rv2202c	adenosine kinase	zinc_limitation:10%	-0.2252	0.895335243524482	552.46	494	504	522	518	742	334.6	386.09
PE_PGRS47	Rv2741	PE-PGRS family protein PE_PGRS47	hypoxia_late:14%; microaerophilic:10%	-0.1502	0.707062995313297	472.65	512	522	553	429	361	150.36	164.2
lprA	Rv1270c	lipoprotein LprA	hypoxia_late:8%	-0.1667	0.791087631118545	481.17	469	472	535	431	502	100.94	111.55
fgd2	Rv0132c	F420-dependent glucose-6-phosphate dehydrogenase	hypoxia_late:25%	-0.2027	0.941731975981635	485.11	530	379	550	459	518	36.98	42
pstA2	Rv0936	phosphate ABC transporter permease PstA	butyrate_plus_glucose:10%; ctl_exponential:10%	-0.1655	0.726082851497593	490.3	480	575	517	460	426	187.88	207.83
MT1488	MT1488	hypothetical protein	tyloxopol:9%	-0.1897	0.878181894445065	491.09	434	402	338	602	729	167.74	189.06
MT3767.2	MT3767.2	hypothetical protein	hypoxia_late:12%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	-0.2827	0.991037406940662	514.6	491	281	371	685	845	20.34	25.21
MT1040.1	MT1040.1	hypothetical protein	hypoxia_hypoxic:10%	-0.1664	0.720468568515388	489.19	458	542	493	481	474	403.4	446.4
Rv3479	Rv3479	transmembrane protein	acidic_tyloxopol:13%; butyrate_plus_glucose:13%	-0.1438	0.581346552880118	468.95	490	579	511	447	336	134.13	145.87
pepD	Rv0983	serine protease PepD	microaerophilic:20%; hypoxia_fatty_acids:12%	-0.1821	0.880481660580033	473.68	578	516	483	448	358	487.3	544.84
ppk2	Rv3232c	polyphosphate kinase	hypoxia_late:10%	-0.1569	0.657005387274402	474.86	457	552	463	458	448	153.49	168.71
eno	Rv1023	enolase	ctl_exponential:9%	-0.1483	0.598329244228641	468.61	485	581	491	449	352	272.74	297.56
lldD2	Rv1872c	L-lactate dehydrogenase	butyrate:10%	-0.1429	0.555282428618621	466.64	496	596	462	467	332	3593.82	3903.96
Rv0579	Rv0579	hypothetical protein	cholesterol:11%	-0.16	0.722430880739949	467.51	470	513	500	417	441	148.55	163.46
Rv1671	Rv1671	membrane protein	hypoxia_late:18%; ctl_stationary:11%	-0.2359	0.957026439380358	508	453	361	379	632	773	22.64	26.65
gshA	Rv3704c	glutamate--cysteine ligase	zinc_limitation:9%	-0.1549	0.685197027879586	461.56	488	501	555	403	373	142.88	156.54
apt	Rv2584c	adenine phosphoribosyltransferase	acidic:43%	-0.1515	0.5923858624346	468.64	472	582	475	463	364	615.21	672.81
ribH	Rv1416	6,7-dimethyl-8-ribityllumazine synthase	INDIGO_exponential:9%	-0.1804	0.832930915817004	471.43	531	510	478	443	401	321.46	359.11
Rv2083	Rv2083	hypothetical protein	hypoxia_late:15%	-0.1502	0.602145552373959	459.34	475	554	452	420	403	189.51	207.09
glnA1	Rv2220	glutamine synthetase	tyloxopol:12%	-0.2195	0.882478427585464	516.1	484	533	504	439	630	479.03	549.58
Rv2516c	Rv2516c	hypothetical protein	hypoxia_fatty_acids:27%	-0.1835	0.779731386226405	479.94	440	485	450	485	543	62.76	70.45
Rv1910c	Rv1910c	hypothetical protein	acidic_tyloxopol:11%; hypoxia_late:10%	-0.2036	0.891777714948316	473.74	483	436	456	457	540	60.68	69.07
sodA	Rv3846	superoxide dismutase	acidic_tyloxopol:12%	-0.1817	0.740032095126031	479.59	462	549	506	468	418	282.55	316.28
cmtR	Rv1994c	HTH-type transcriptional regulator CmtR	hypoxia_fatty_acids:19%; PBS_RIF_DDmtb:17%; butyrate:13%	-0.2022	0.855656013224368	475.13	445	432	432	490	585	85.01	96.67
Rv1217c	Rv1217c	tetronasin ABC transporter integral membrane protein	cholesterol:18%; butyrate:11%; microaerophilic:11%	-0.1585	0.636821031621992	457.1	454	512	464	428	430	71.29	78.43
fadD6	Rv1206	fatty-acid--CoA ligase FadD6	hypoxia_late:14%	-0.1644	0.694523429147033	453.88	479	487	565	393	360	95.26	105.09
Rv3049c	Rv3049c	monooxygenase	low_iron:23%	-0.17	0.615252666267007	473.46	433	567	515	479	384	284.57	315.6
Rv2026c	Rv2026c	universal stress protein	hypoxia_late:20%; ctl_stationary:12%; acidic:12%	-0.2135	0.896834028882531	471.73	455	371	513	465	566	29.69	34.03
bioB	Rv1589	biotin synthetase	zinc_limitation:13%	-0.1536	0.555436628607421	448.44	467	548	471	415	353	240.61	263.5
Rv0745	Rv0745	hypothetical protein	hypoxia_late:48%	-0.2735	0.96511569594915	495.46	443	295	341	669	826	9.72	12.06
